time,x,y,z,r,p,y,
523.958,-0.329173,0.0430919,0.0154986,-4.12788e-05,3.14158,-6.72977e-06,
523.964,-0.329191,0.0430888,0.0155014,2.24798e-05,-3.14159,-2.42149e-05,
523.967,-0.329187,0.0430788,0.0154963,4.88338e-05,-3.14155,5.7166e-05,
523.975,-0.329186,0.0430707,0.0154935,6.66966e-05,-3.14157,8.76609e-05,
523.978,-0.32919,0.0430929,0.0154994,-0.000107172,3.14158,5.63537e-05,
523.984,-0.329184,0.0430817,0.0155037,-0.00010718,3.14159,4.74e-05,
523.992,-0.329213,0.0431017,0.0154987,2.26748e-05,-3.14153,-3.36441e-05,
523.995,-0.329181,0.0430927,0.0154917,-6.76124e-05,3.14158,2.11595e-05,
524.003,-0.329193,0.0431011,0.0154967,-5.6223e-05,3.14158,5.3098e-05,
524.009,-0.329181,0.0430884,0.0154994,-5.54173e-05,-3.14159,2.59563e-05,
524.012,-0.329182,0.0430895,0.0154938,7.98336e-07,3.14156,-5.33727e-06,
524.02,-0.329194,0.0430799,0.0155002,7.40835e-05,-3.14158,1.40584e-05,
524.068,-0.329167,0.0430651,0.0154881,-0.000158854,3.14154,-3.21594e-05,
524.072,-0.329175,0.0430848,0.0154977,-4.09073e-05,3.14155,-5.11518e-05,
524.075,-0.329195,0.04309,0.0155044,3.68982e-05,-3.14154,-2.99953e-05,
524.083,-0.329188,0.0430825,0.0154977,-0.000125823,3.14158,1.58593e-05,
524.09,-0.329175,0.0430869,0.0155078,-3.65313e-05,3.14157,1.71663e-05,
524.093,-0.32919,0.0431106,0.0154952,1.42709e-05,3.14158,-1.1738e-06,
524.099,-0.329228,0.0430932,0.0155195,0.000107289,-3.14145,-8.13448e-05,
524.102,-0.329176,0.0430873,0.0154901,-8.54789e-05,3.14156,-1.31483e-05,
524.236,-0.329183,0.0430679,0.0155165,0.000103961,-3.14158,-3.43817e-05,
524.239,-0.32919,0.0430749,0.0154872,-4.10788e-05,-3.14158,6.82033e-05,
524.247,-0.329176,0.0430795,0.0154956,-5.22221e-05,3.14156,-7.72025e-05,
