Relative_Time(s),Ard_Micros,CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V)
0.111043,15808159,1.50626379,1.46659332,0.84377358,0.95671308,1.28481940,1.05504049
0.119313,15816429,1.50112468,1.46562951,0.84476481,0.95517110,1.28836349,1.05502797
0.122408,15819524,1.50098997,1.46531778,0.84497760,0.95523190,1.28831819,1.05507506
0.129527,15826643,1.50074023,1.46559971,0.84482561,0.95517229,1.28835872,1.05512512
0.132554,15829670,1.50113183,1.46563488,0.84484587,0.95490407,1.28858343,1.05505717
0.139663,15836779,1.50097686,1.46540719,0.84470521,0.95518660,1.28846243,1.05517400
0.147801,15844917,1.50099176,1.46561044,0.84480832,0.95534336,1.28850058,1.05519069
0.150901,15848017,1.50057632,1.46655219,0.84252129,0.95845949,1.28934816,1.05376435
0.159023,15856139,1.50614160,1.46163123,0.84653328,0.95546257,1.28862694,1.05529261
0.163548,15860664,1.50104958,1.46554488,0.84473084,0.95513296,1.28855303,1.05499459
0.166609,15863725,1.50085706,1.46557706,0.84461997,0.95525932,1.28843382,1.05501843
0.174779,15871895,1.50074261,1.46547693,0.84482024,0.95510971,1.28839210,1.05516566
0.181065,15878181,1.50110024,1.46588403,0.84474395,0.95507812,1.28833250,1.05506850
0.184131,15881247,1.50059539,1.46556037,0.84470103,0.95513772,1.28854529,1.05517936
0.192227,15889343,1.50097567,1.46547991,0.84480713,0.95517110,1.28845409,1.05502618
0.195339,15892455,1.50114495,1.46559077,0.84388445,0.95720124,1.28929332,1.05321301
0.202672,15899788,1.50420386,1.46160143,0.84797750,0.95519733,1.29149512,1.05501962
0.207174,15904290,1.50110322,1.46523553,0.84457646,0.95503520,1.28837243,1.05510128
0.210285,15907401,1.50071341,1.46560567,0.84478150,0.95513951,1.28844753,1.05509353
0.217461,15914577,1.50059181,1.46550673,0.84450434,0.95511984,1.28852264,1.05500472
0.224589,15921705,1.50104541,1.46549838,0.84483097,0.95517945,1.28828302,1.05484439
0.227694,15924810,1.50095063,1.46534282,0.84472189,0.95507991,1.28842488,1.05517042
0.235840,15932956,1.50078493,1.46564322,0.84486197,0.95516872,1.28850654,1.05525327
0.242977,15940093,1.50094348,1.46533745,0.84476660,0.95490944,1.28839389,1.05344845
0.246044,15943160,1.50630492,1.46636444,0.84385703,0.95509660,1.28854409,1.05518830
0.254291,15951407,1.50071758,1.46560388,0.84467660,0.95512282,1.28833428,1.05500651
0.257388,15954504,1.50096077,1.46564799,0.84458480,0.95518243,1.28840223,1.05511499
0.264528,15961644,1.50084633,1.46546560,0.84479342,0.95513176,1.28850535,1.05501545
0.271586,15968702,1.50107044,1.46547812,0.84467063,0.95501494,1.28832832,1.05516983
0.274700,15971816,1.50082129,1.46548408,0.84476004,0.95521104,1.28837839,1.05501068
0.282824,15979940,1.50094885,1.46550256,0.84481905,0.95517229,1.28859774,1.05521930
0.289973,15987089,1.50087851,1.46481055,0.84636996,0.95513176,1.28858343,1.05504704
0.293064,15990180,1.50089818,1.46583873,0.84482620,0.95340800,1.28676668,1.05419470
0.300231,15997347,1.49997669,1.46496194,0.84431718,0.95496427,1.28828779,1.05489147
0.303339,16000455,1.50112289,1.46547991,0.84490250,0.95521104,1.28830448,1.05513764
0.311439,16008555,1.50068778,1.46553176,0.84470878,0.95516812,1.28863171,1.05515910
0.317575,16014691,1.50126833,1.46539408,0.84472666,0.95519852,1.28850297,1.05499817
0.320671,16017787,1.50084454,1.46545726,0.84473262,0.95506620,1.28838733,1.05509234
0.328807,16025923,1.50080282,1.46547931,0.84480177,0.95530879,1.28830091,1.05276776
0.336033,16033149,1.50531966,1.46649497,0.84317515,0.95817756,1.25150219,1.09330965
0.339279,16036395,1.50078911,1.46557587,0.84502826,0.95520985,1.28874913,1.05506194
0.344666,16041782,1.50071579,1.46555739,0.84471355,0.95518600,1.28841237,1.05506254
0.352804,16049920,1.50096017,1.46563071,0.84459911,0.95519971,1.28856794,1.05502499
0.355923,16053039,1.50057870,1.46535950,0.84471415,0.95530700,1.28850297,1.05555428
0.362082,16059198,1.50113064,1.46571534,0.84466289,0.95509839,1.28836707,1.05510486
0.365178,16062294,1.50092083,1.46544355,0.84479521,0.95517587,1.28845230,1.05504645
0.373291,16070407,1.50070626,1.46533686,0.84487329,0.95514607,1.28870979,1.05515135
0.380532,16077648,1.49968225,1.47023934,0.84512959,0.95364642,1.29223899,1.05228377
0.383764,16080880,1.50692540,1.47063869,0.84257136,0.95673573,1.28926829,1.05235410
0.392049,16089165,1.50602895,1.46180349,0.84269951,0.95755052,1.25034466,1.05776323
0.397640,16094756,1.50203246,1.46542745,0.84560404,0.95514488,1.28842667,1.05498267
0.400862,16097978,1.50078791,1.46574992,0.84477554,0.95522296,1.28848747,1.05503929
0.408188,16105304,1.50081831,1.46535474,0.84461818,0.95510435,1.28843740,1.05511678
0.416296,16113412,1.50092262,1.46535056,0.84482382,0.95505487,1.28837541,1.05506373
0.419409,16116525,1.50075215,1.46546262,0.84479878,0.95531654,1.28540412,1.05738235
0.426579,16123695,1.50470692,1.46647650,0.84331046,0.95838260,1.28481105,1.05590416
0.431140,16128256,1.50194722,1.46218496,0.84772180,0.95236015,1.28971711,1.05515314
0.434393,16131509,1.50072473,1.46543401,0.84500740,0.95510911,1.28840343,1.05522228
0.441496,16138612,1.50095958,1.46545368,0.84464799,0.95506620,1.28840045,1.05506492
0.444554,16141670,1.50116462,1.46568793,0.84502290,0.95508110,1.28853396,1.05501128
0.450654,16147770,1.50097746,1.46536308,0.84464262,0.95515322,1.28860370,1.05523658
0.458806,16155922,1.50113958,1.46550434,0.84476958,0.95524978,1.28844694,1.05510247
0.461905,16159021,1.50059420,1.46569568,0.84486614,0.95504891,1.28853456,1.05507029
0.468979,16166095,1.50095660,1.46525162,0.84460567,0.95329236,1.29175321,1.09003318
0.474414,16171530,1.50437433,1.46557706,0.84244738,0.95813584,1.28551439,1.05726791
0.477621,16174737,1.50066215,1.46530467,0.84481488,0.95506977,1.28841535,1.05520082
0.484836,16181952,1.50097984,1.46547395,0.84475170,0.95506739,1.28853932,1.05521155
0.492917,16190033,1.50088805,1.46554905,0.84478329,0.95517289,1.28830627,1.05500055
0.495945,16193061,1.50098401,1.46543282,0.84480296,0.95520210,1.28849581,1.05534507
0.502059,16199175,1.50096256,1.46563428,0.84460745,0.95531117,1.28835932,1.05520321
0.505172,16202288,1.50077063,1.46549183,0.84478150,0.95511805,1.28850475,1.05499459
0.513291,16210407,1.50078970,1.46526533,0.84475468,0.95512819,1.29221634,1.05594648
0.519779,16216895,1.50183576,1.46194952,0.84475349,0.95695149,1.29329041,1.05497373
0.522964,16220080,1.50079626,1.46560210,0.84475110,0.95500123,1.28830210,1.05490220
0.529987,16227103,1.50082546,1.46536010,0.84479163,0.95504832,1.28840462,1.05526579
0.537930,16235046,1.50087494,1.46554011,0.84487508,0.95510315,1.28831402,1.05507923
0.540958,16238074,1.50082845,1.46543341,0.84458659,0.95527720,1.28865257,1.05532063
0.547076,16244192,1.50077063,1.46567899,0.84483991,0.95506977,1.28832296,1.05501486
0.550189,16247305,1.50085050,1.46548706,0.84478031,0.95518124,1.28840045,1.05507684
0.558300,16255416,1.50085646,1.46533089,0.84476123,0.95495533,1.25097170,1.05754269
0.565694,16262810,1.50088030,1.46555024,0.84483991,0.95517289,1.28833250,1.05516148
0.568833,16265949,1.50093693,1.46590906,0.84489832,0.95513534,1.28851906,1.05511976
0.575981,16273097,1.50075513,1.46536845,0.84479163,0.95499527,1.28857688,1.05543805
0.583920,16281036,1.50085944,1.46566647,0.84479282,0.95506381,1.28830508,1.05504764
0.586953,16284069,1.50089341,1.46522837,0.84471593,0.95529448,1.28849403,1.05543388
0.593068,16290184,1.50084871,1.46557825,0.84469209,0.95510554,1.28842369,1.05484200
0.596170,16293286,1.50084275,1.46559554,0.84487567,0.95509898,1.28833369,1.05507863
0.604278,16301394,1.50100130,1.46572846,0.84477256,0.95493268,1.28854171,1.05521036
0.612402,16309518,1.50096673,1.46556216,0.84464262,0.95514428,1.28832356,1.05508817
0.615433,16312549,1.50088626,1.46526056,0.84485183,0.95533382,1.28853217,1.05520559
0.622504,16319620,1.50084633,1.46530824,0.84486733,0.95508944,1.28847793,1.05529023
0.625571,16322687,1.49826843,1.46366673,0.84400247,0.95447552,1.28788129,1.05490399
0.632893,16330009,1.50050181,1.46514135,0.84466050,0.95519196,1.28851846,1.05507446
0.640889,16338005,1.50065082,1.46549660,0.84484647,0.95492970,1.28833548,1.05510963
0.643919,16341035,1.50089639,1.46589475,0.84473858,0.95507633,1.28846124,1.05313492
0.651032,16348148,1.50569576,1.46639305,0.84451566,0.95411491,1.29289523,1.09169377
0.656615,16353731,1.50586206,1.46188575,0.84751139,0.95608663,1.28943399,1.05417383
0.659918,16357034,1.50598008,1.46916467,0.84521661,0.95505547,1.28844873,1.05507565
0.666302,16363418,1.50087017,1.46554845,0.84477614,0.95510375,1.28853515,1.05516744
0.673531,16370647,1.50146204,1.46565872,0.84482740,0.95510017,1.28853873,1.05525029
0.676561,16373677,1.50097984,1.46562773,0.84330330,0.95372569,1.28711954,1.05460478
0.683881,16380997,1.50004524,1.46502631,0.84442387,0.95500063,1.28831342,1.05514241
0.691885,16389001,1.50078434,1.46557229,0.84458480,0.95507693,1.28850237,1.05512810
0.694904,16392020,1.50078970,1.46220046,0.84526907,0.95721316,1.29096523,1.05522228
0.699200,16396316,1.50074440,1.46541255,0.84474812,0.95518660,1.28845171,1.05515493
0.702314,16399430,1.50113601,1.46573978,0.84477971,0.95509600,1.28841535,1.05512334
0.709457,16406573,1.50070089,1.46541017,0.84463785,0.95510017,1.28862337,1.05514479
0.717413,16414529,1.50091249,1.46560150,0.84482799,0.95519375,1.28831760,1.05511201
0.720436,16417552,1.50082487,1.46556156,0.84488879,0.95528733,1.28866807,1.05510665
0.726595,16423711,1.50102812,1.46544116,0.84485422,0.95506739,1.28831402,1.05510188
0.729688,16426804,1.50105852,1.46551805,0.84479044,0.95507991,1.28854409,1.05500055
0.737830,16434946,1.50085348,1.46553593,0.84463487,0.95506262,1.28849581,1.05497611
0.743978,16441094,1.50073487,1.46530288,0.84478925,0.95509779,1.28830627,1.05514301
0.747006,16444122,1.50071996,1.46564740,0.84479521,0.95505845,1.28851429,1.05510247
0.754901,16452017,1.50096673,1.46536249,0.84476362,0.95505964,1.28848151,1.05529142
0.762021,16459137,1.50089103,1.46577733,0.84473143,0.95508885,1.28871337,1.05504108
0.765050,16462166,1.50089818,1.46569746,0.84470938,0.95535230,1.28847376,1.05515016
0.772136,16469252,1.50071102,1.46539646,0.84461222,0.95515620,1.28844992,1.05502082
0.775251,16472367,1.50075454,1.46550613,0.84476362,0.95519256,1.28845349,1.05524135
0.783364,16480480,1.50092739,1.46546202,0.84481607,0.95516693,1.28854290,1.05517817
0.789491,16486607,1.50075096,1.46573919,0.84458540,0.95511209,1.28844753,1.05502678
0.792514,16489630,1.50099176,1.46554547,0.84481667,0.95510017,1.28860072,1.05513168
0.800392,16497508,1.50087136,1.46558004,0.84486495,0.95514965,1.28842369,1.05520321
0.848990,16546106,1.50095600,1.46548169,0.84473024,0.95519077,1.28832534,1.05487121
0.852989,16550105,1.50085467,1.46537560,0.84473262,0.95497620,1.28832058,1.05522168
0.860890,16558006,1.50109607,1.46560627,0.84469984,0.95510077,1.28857211,1.05505539
0.863918,16561034,1.50097269,1.46541315,0.84477733,0.95516455,1.28833250,1.05493856
0.870986,16568102,1.50087911,1.46557349,0.84458123,0.95512938,1.28854171,1.05528367
0.874028,16571144,1.50077480,1.46529632,0.84517847,0.95526826,1.28815905,1.05655981
0.880170,16577286,1.49721819,1.46857220,0.84512542,0.95535767,1.28866747,1.05526281
0.885682,16582798,1.50075990,1.46549719,0.84458659,0.95505487,1.28837660,1.05504823
0.888844,16585960,1.50066155,1.46578270,0.84485064,0.95534336,1.28847078,1.05517579
0.896060,16593176,1.50091308,1.46555739,0.84471593,0.95509600,1.28850118,1.05521334
0.903249,16600365,1.50081652,1.46540838,0.84482799,0.95510375,1.28836111,1.05521095
0.906353,16603469,1.50091368,1.46552640,0.84499488,0.95514726,1.28849164,1.05508877
0.914401,16611517,1.50087732,1.46575647,0.84469626,0.95508229,1.28834144,1.05509771
0.917420,16614536,1.49697858,1.46671372,0.84501098,0.95321071,1.25082389,1.09280957
0.923685,16620801,1.49797755,1.46683234,0.84488164,0.95559549,1.28825680,1.09248890
0.929300,16626416,1.50634247,1.46712619,0.84326873,0.95556211,1.28841594,1.05691446
0.932545,16629661,1.49542648,1.46959024,0.84469805,0.95313084,1.29267768,1.05391515
0.937060,16634176,1.49716574,1.46820503,0.84512005,0.95313382,1.29021124,1.05562401
0.945439,16642555,1.50177676,1.46312612,0.84595631,0.95577371,1.28956572,1.05551673
0.948708,16645824,1.50104898,1.46571296,0.84484349,0.95509660,1.28854171,1.05510963
0.954882,16651998,1.50058168,1.46546679,0.84465633,0.95518660,1.28849105,1.05502618
0.962908,16660024,1.50077838,1.46549779,0.84476183,0.95506560,1.28853277,1.05259073
0.966034,16663150,1.50093871,1.46398443,0.84405730,0.95456790,1.28801361,1.05482710
0.970427,16667543,1.50030094,1.46502572,0.84455262,0.95503282,1.28845290,1.05528308
0.978432,16675548,1.50070745,1.46563071,0.84469269,0.95519196,1.28821448,1.05503631
0.981468,16678584,1.50041300,1.46539467,0.84487389,0.95515739,1.28867522,1.05502499
0.986564,16683680,1.50094944,1.46533328,0.84466587,0.95510911,1.28836409,1.05506612
0.989682,16686798,1.50090653,1.46552401,0.84460269,0.95507812,1.28835634,1.05506731
0.997815,16694931,1.50081116,1.46550077,0.84460209,0.95530819,1.28859297,1.05492604
1.004985,16702101,1.50086302,1.46547573,0.84484110,0.95515203,1.28830925,1.05505479
1.008013,16705129,1.50074977,1.46856027,0.84267090,0.95867586,1.28932372,1.05282260
1.016039,16713155,1.50633115,1.46540838,0.84470223,0.95512342,1.28844038,1.05529619
1.022282,16719398,1.50085527,1.46547573,0.84477852,0.95518898,1.28832177,1.05513406
1.025392,16722508,1.50070328,1.46552223,0.84477852,0.95513057,1.28871873,1.05523420
1.032622,16729738,1.50082189,1.46547037,0.84475051,0.95519912,1.28850237,1.05506850
1.040757,16737873,1.50089282,1.46565097,0.84478388,0.95516395,1.28841058,1.05507804
1.043872,16740988,1.50071639,1.46554964,0.84459196,0.95526707,1.28849105,1.05486763
1.050977,16748093,1.50095838,1.46538633,0.84470878,0.95494282,1.28853515,1.05499757
1.054005,16751121,1.50073665,1.46726387,0.84496747,0.95299613,1.28722802,1.05506552
1.062046,16759162,1.50096077,1.46583992,0.84468673,0.95541548,1.28831342,1.05523658
1.068042,16765158,1.50093454,1.46560925,0.84458123,0.95506262,1.28850475,1.05519605
1.071098,16768214,1.50068837,1.46551209,0.84459136,0.95534753,1.28862933,1.05509830
1.078388,16775504,1.50089341,1.46572488,0.84473799,0.95519733,1.28840283,1.05509711
1.081407,16778523,1.50114316,1.46569687,0.84488283,0.95524322,1.28832058,1.05521036
1.089401,16786517,1.50073665,1.46555680,0.84468732,0.95514011,1.28845588,1.05518890
1.096466,16793582,1.50068182,1.46552223,0.84467004,0.95511269,1.28840402,1.05509234
1.099493,16796609,1.50058943,1.46547693,0.84640155,0.95610153,1.28978327,1.05561329
1.104807,16801923,1.50070924,1.46550375,0.84483097,0.95514786,1.28858462,1.05527056
1.112024,16809140,1.50093931,1.46570938,0.84473084,0.95530641,1.28840700,1.05523658
1.115053,16812169,1.50063413,1.46548765,0.84469686,0.95351469,1.28666416,1.05422390
1.122339,16819455,1.50007921,1.46474021,0.84449421,0.95476221,1.28820077,1.05506790
1.125394,16822510,1.50094408,1.46569210,0.84474454,0.95506977,1.28851191,1.05513824
1.133396,16830512,1.50060970,1.46552699,0.84461818,0.95492374,1.28862694,1.05500651
1.140472,16837588,1.50093156,1.46557527,0.84463189,0.95515978,1.28826693,1.05508042
1.143495,16840611,1.50083619,1.46532791,0.84664891,0.95575523,1.28776089,1.05855180
1.151522,16848638,1.49720567,1.47111374,0.84527622,0.95458042,1.29043177,1.05493558
1.157890,16855006,1.50110561,1.46547991,0.84474812,0.95515859,1.28857211,1.05508817
1.160934,16858050,1.50083083,1.46518367,0.84459374,0.95522475,1.28837660,1.05537189
1.168076,16865192,1.50077480,1.46569150,0.84458778,0.95491599,1.28815368,1.05500413
1.171162,16868278,1.50094408,1.46573263,0.84478448,0.95519673,1.28864304,1.05507148
1.179269,16876385,1.50078553,1.46534460,0.84471176,0.95510256,1.28866569,1.05520619
1.186467,16883583,1.50066811,1.46547752,0.84471057,0.95511567,1.28825739,1.05507982
1.189508,16886624,1.50083798,1.46560567,0.84788809,0.95262479,1.29172579,1.05526996
1.197478,16894594,1.50081652,1.46532553,0.84465573,0.95511507,1.28817037,1.05502737
1.200532,16897648,1.50102395,1.46545726,0.84493707,0.95523011,1.28848151,1.05500413
1.205657,16902773,1.50080222,1.46555978,0.84472011,0.95515978,1.28856257,1.05519129
1.213758,16910874,1.50095660,1.46553951,0.84486852,0.95518243,1.28843680,1.05509175
1.216851,16913967,1.50057453,1.46566706,0.84481845,0.95492911,1.28843442,1.05497790
1.223976,16921092,1.50082546,1.46526950,0.84479044,0.95506441,1.28843442,1.05539334
1.231890,16929006,1.50091785,1.46561759,0.84476600,0.95514309,1.28834561,1.05506373
1.234914,16932030,1.50056142,1.46192032,0.84530006,0.95731627,1.29084602,1.05592263
1.239258,16936374,1.50096673,1.46538752,0.84462891,0.95511627,1.28852204,1.05514420
1.242414,16939530,1.50110501,1.46560627,0.84482382,0.95517647,1.28859297,1.05505598
1.246627,16943743,1.50076646,1.46536666,0.84474097,0.95516276,1.28830925,1.05516446
1.254760,16951876,1.50098282,1.46535533,0.84478329,0.95516574,1.28834203,1.05497909
1.257867,16954983,1.50080222,1.46556276,0.84471236,0.95497679,1.28854707,1.05513347
1.264998,16962114,1.50074917,1.46547216,0.84460567,0.95502746,1.28839687,1.05519903
1.272874,16969990,1.50088745,1.46550852,0.84478448,0.95504772,1.28857568,1.05506850
1.275906,16973022,1.50081354,1.46544414,0.84457408,0.95546138,1.28582791,1.01851893
1.283162,16980278,1.49780649,1.46217244,0.84556590,0.95561933,1.28501967,1.05793310
1.286489,16983605,1.50314409,1.46664160,0.84252785,0.95838916,1.25046328,1.09269096
1.290963,16988079,1.50333244,1.46653908,0.84231506,0.95337641,1.28678874,1.05409277
1.298470,16995586,1.49998444,1.46470385,0.84456215,0.95498633,1.28810361,1.05498863
1.301507,16998623,1.50098938,1.46548467,0.84486077,0.95525693,1.28849522,1.05511201
1.309418,17006534,1.50094765,1.46544951,0.84464679,0.95507156,1.28873960,1.05525685
1.316465,17013581,1.50083739,1.46552699,0.84443996,0.95507991,1.28817276,1.05524910
1.319492,17016608,1.50076586,1.46531182,0.84462951,0.95514070,1.28856019,1.05495823
1.327410,17024526,1.50077719,1.46542209,0.84463308,0.95506143,1.28834859,1.05505896
1.330476,17027592,1.50102693,1.46553295,0.84480236,0.95511388,1.28847674,1.05514420
1.337661,17034777,1.50082368,1.46556753,0.84458361,0.95512998,1.28834144,1.05523241
1.345804,17042920,1.50073665,1.46569508,0.84478627,0.95511686,1.28815011,1.05507744
1.348894,17046010,1.50082070,1.46553713,0.84482203,0.95513832,1.28874317,1.05506969
1.355999,17053115,1.50076467,1.46560210,0.84458600,0.95502328,1.28843025,1.05524314
1.363877,17060993,1.50099832,1.46538812,0.84485183,0.95506083,1.28833905,1.05502618
1.366909,17064025,1.50074798,1.46534103,0.84466944,0.95564854,1.29061059,1.05603708
1.374275,17071391,1.50168258,1.46315413,0.84703038,0.95230650,1.29106597,1.05512751
1.377486,17074602,1.50125521,1.46554666,0.84481845,0.95497918,1.28857866,1.05504287
1.383651,17080767,1.50073487,1.46554011,0.84473501,0.95515143,1.28839866,1.05521155
1.391796,17088912,1.50075513,1.46551090,0.84477196,0.95519554,1.28847257,1.05514718
1.394881,17091997,1.50070328,1.46579641,0.84491919,0.95484209,1.28847555,1.05503274
1.401989,17099105,1.50086778,1.46547454,0.84483932,0.95495533,1.28833786,1.05524255
1.409897,17107013,1.50092441,1.46572727,0.84460745,0.95514190,1.28836647,1.05505956
1.412920,17110036,1.50101680,1.46541434,0.84471295,0.95580410,1.25001445,1.09206988
1.421018,17118134,1.50562245,1.46523374,0.84457944,0.95520329,1.28838972,1.05502618
1.424191,17121307,1.50083739,1.46532672,0.84483097,0.95512521,1.28852323,1.05513645
1.429435,17126551,1.50065440,1.46551925,0.84460626,0.95491659,1.28849045,1.05519129
1.437375,17134491,1.50070566,1.46575528,0.84471236,0.95521998,1.28835455,1.05511141
1.440416,17137532,1.50071102,1.46558243,0.84475051,0.95507812,1.28815249,1.05488015
1.447472,17144588,1.50060433,1.46554666,0.84462653,0.95512640,1.28837362,1.05511857
1.450494,17147610,1.50106210,1.46557706,0.84480475,0.95494997,1.28854290,1.05496538
1.458405,17155521,1.50079805,1.46550852,0.84468792,0.95509660,1.29178778,1.05210734
1.466471,17163587,1.50128382,1.46538812,0.84479640,0.95506083,1.28849462,1.05508936
1.469554,17166670,1.50101024,1.46551805,0.84473143,0.95516514,1.28850714,1.05526102
1.474645,17171761,1.50088447,1.46558243,0.84474037,0.95503044,1.28839389,1.05498565
1.482784,17179900,1.50072294,1.46560508,0.84478508,0.95511865,1.28846124,1.05510605
1.485884,17183000,1.50086361,1.46545606,0.84470282,0.95531654,1.28838853,1.05507684
1.492994,17190110,1.50080460,1.46562177,0.84479402,0.95494520,1.28849224,1.05498505
1.496021,17193137,1.50059599,1.46577078,0.84475945,0.95508229,1.28856555,1.05500353
1.503888,17201004,1.50074023,1.46548765,0.84473858,0.95238757,1.28953293,1.01580751
1.508158,17205274,1.49769443,1.46869021,0.84507058,0.95326614,1.29292980,1.05272067
1.511470,17208586,1.50126117,1.46551269,0.84481607,0.95505547,1.28865913,1.05522764
1.518637,17215753,1.50084037,1.46545487,0.84464739,0.95499467,1.28815428,1.05506910
1.526779,17223895,1.50109786,1.46562653,0.84479342,0.95518600,1.28855244,1.05515791
1.529890,17227006,1.50095540,1.46530467,0.84478210,0.95517229,1.28855303,1.05501426
1.536976,17234092,1.50097448,1.46543401,0.84465156,0.95492553,1.28848151,1.05493797
1.540004,17237120,1.50082427,1.46559375,0.84487746,0.95512223,1.28851250,1.05511797
1.547895,17245011,1.50058943,1.46541851,0.84478984,0.95503938,1.28836290,1.05460478
1.553154,17250270,1.49751621,1.46902221,0.84515999,0.95360171,1.29300729,1.05209542
1.556480,17253596,1.50092024,1.46545904,0.84482978,0.95518004,1.28858760,1.05503572
1.562614,17259730,1.50088269,1.46544951,0.84475468,0.95508229,1.28835395,1.05522407
1.565705,17262821,1.50099891,1.46561759,0.84481607,0.95510792,1.28840939,1.05513228
1.573815,17270931,1.50075573,1.46552044,0.84482084,0.95520508,1.28856019,1.05490936
1.580976,17278092,1.50099534,1.46530586,0.84458182,0.95498752,1.28844455,1.05494273
1.584004,17281120,1.50098699,1.46565872,0.84479580,0.95521044,1.28841058,1.05508340
1.591894,17289010,1.50091606,1.46540361,0.84473024,0.95507097,1.28838078,1.05605019
1.599186,17296302,1.50190610,1.46139699,0.84772359,0.95418584,1.29299954,1.05514003
1.602455,17299571,1.50048631,1.46539110,0.84501813,0.95522355,1.28855423,1.05507982
1.609644,17306760,1.50091308,1.46549064,0.84471772,0.95509660,1.28820077,1.05512334
1.617752,17314868,1.50082010,1.46559673,0.84469805,0.95504832,1.28840521,1.05517221
1.620847,17317963,1.50095361,1.46549302,0.84478806,0.95521223,1.28846243,1.05506492
1.627969,17325085,1.50096434,1.46534639,0.84471713,0.95499706,1.28828481,1.05504287
1.631006,17328122,1.50085229,1.46570104,0.84476183,0.95519733,1.28815011,1.05510605
1.638897,17336013,1.50065678,1.46533984,0.84474276,0.95229577,1.28923551,1.05772031
1.643161,17340277,1.50069433,1.46548706,0.84467898,0.95507991,1.28829971,1.05507327
1.646313,17343429,1.50070506,1.46541673,0.84474693,0.95511865,1.28874794,1.05505777
1.653609,17350725,1.50094825,1.46560567,0.84475647,0.95512759,1.28842071,1.05519248
1.661746,17358862,1.50091606,1.46553951,0.84480892,0.95514368,1.28847376,1.05501545
1.664849,17361965,1.50078017,1.46548169,0.84480236,0.95508885,1.28848270,1.05513943
1.671982,17369098,1.50089580,1.46532434,0.84467302,0.95517468,1.28843621,1.05499519
1.675010,17372126,1.50065619,1.46574872,0.84473501,0.95515799,1.28849879,1.05507863
1.682904,17380020,1.50078970,1.46544474,0.84469388,0.95496904,1.28830746,1.05645371
1.687998,17385114,1.50204021,1.46508890,0.84734033,0.95821452,1.28546194,1.05736685
1.691258,17388374,1.50181192,1.46627324,0.84683667,0.95340561,1.28986910,1.05573190
1.695863,17392979,1.50186974,1.46328824,0.84769796,0.95301818,1.29039303,1.05520797
1.703905,17401021,1.50093275,1.46564442,0.84481726,0.95518541,1.28817335,1.05502797
1.706929,17404045,1.50059897,1.46523732,0.84460805,0.95526647,1.28871277,1.05504168
1.713971,17411087,1.50106508,1.46541732,0.84476600,0.95493745,1.28854588,1.05510247
1.716990,17414106,1.50076109,1.46569687,0.84474156,0.95511090,1.28857807,1.05505539
1.724896,17422012,1.50092322,1.46538931,0.84467600,0.95492255,1.28857926,1.05535281
1.732894,17430010,1.50091308,1.46559077,0.84486673,0.95519375,1.28831879,1.05512810
1.735956,17433072,1.50077897,1.46516698,0.84465633,0.95534992,1.28842131,1.05516744
1.742105,17439221,1.50055963,1.46560388,0.84472011,0.95508646,1.28857032,1.05513645
1.745197,17442313,1.50094110,1.46551984,0.84477614,0.95512461,1.28851608,1.05513406
1.753310,17450426,1.50093633,1.46554607,0.84475647,0.95517408,1.28858224,1.05505241
