time,FX,FY,FZ,RX,RY,RZ,
3280.41,-5.02894,3.28309,0.487609,-0.344993,0.205422,-0.41128,
3280.42,-5.02894,3.28309,0.487609,-0.344993,0.205422,-0.41128,
3280.43,-5.43267,4.02753,0.516478,-0.362278,0.194016,-0.428211,
3280.43,-5.59421,3.4312,0.417494,-0.347492,0.191776,-0.418012,
3280.43,-5.88207,3.10748,0.309537,-0.338446,0.184796,-0.410169,
3280.44,-5.50294,3.71909,0.388753,-0.35532,0.192505,-0.419111,
3280.45,-5.40432,3.54561,0.281484,-0.35171,0.197956,-0.419449,
3280.45,-5.04909,3.24023,0.466985,-0.344824,0.20273,-0.41259,
3280.46,-5.47048,3.92263,0.344945,-0.360509,0.196168,-0.421383,
3280.47,-5.17131,3.32508,0.311107,-0.343778,0.203352,-0.415311,
3280.47,-4.94386,3.16686,0.414321,-0.342968,0.209152,-0.406379,
3280.48,-4.98216,3.14695,0.460415,-0.341502,0.207093,-0.405195,
3280.48,-4.98216,3.14695,0.460415,-0.341502,0.207093,-0.405195,
3280.49,-4.68485,3.17948,0.454366,-0.341604,0.215613,-0.405798,
3280.5,-4.92935,3.06641,0.488153,-0.340927,0.206885,-0.407896,
3280.5,-4.96983,3.26382,0.33217,-0.343868,0.208792,-0.416171,
3280.51,-5.45053,3.15671,0.499395,-0.341381,0.195568,-0.410896,
3280.51,-5.45053,3.15671,0.499395,-0.341381,0.195568,-0.410896,
3280.51,-5.28238,3.72175,0.390429,-0.357332,0.199007,-0.416517,
3280.52,-5.48562,3.44967,0.353863,-0.348432,0.190684,-0.421675,
3280.53,-5.26009,3.77957,0.422775,-0.355501,0.201875,-0.429285,
3280.53,-5.26009,3.77957,0.422775,-0.355501,0.201875,-0.429285,
3280.54,-5.68949,3.64111,0.393039,-0.353634,0.189246,-0.415725,
3280.54,-5.55262,3.43859,0.500149,-0.348391,0.193139,-0.419502,
3280.55,-5.55262,3.43859,0.500149,-0.348391,0.193139,-0.419502,
3280.55,-5.21696,3.8967,0.471746,-0.359717,0.202158,-0.422172,
3280.56,-5.30008,3.94661,0.487986,-0.358575,0.198466,-0.426146,
3280.56,-5.47465,3.52092,0.320398,-0.348264,0.194491,-0.418003,
3280.57,-5.39913,3.6804,0.316107,-0.353096,0.193279,-0.419028,
3280.58,-4.81131,3.0733,0.276546,-0.340773,0.21019,-0.408174,
3280.58,-5.01291,3.15418,0.392251,-0.339596,0.205358,-0.408095,
3280.59,-4.89176,3.11862,0.495025,-0.339084,0.210403,-0.407542,
3280.59,-4.99241,3.752,0.454872,-0.353955,0.207045,-0.423798,
3280.6,-5.57039,3.54978,0.39368,-0.350168,0.19156,-0.415539,
