time,FX,FY,FZ,RX,RY,RZ,
8.89577,-3.75697,0.576664,-1.45854,-0.316708,0.271897,-0.191142,
8.9002,-3.87489,0.655463,-1.41482,-0.318513,0.267998,-0.195238,
8.9068,-4.0575,0.204075,-1.34443,-0.308716,0.267519,-0.194988,
8.9099,-3.98302,0.454888,-1.24548,-0.312355,0.26954,-0.196761,
8.917,-3.82676,0.478014,-1.36329,-0.316092,0.269183,-0.194526,
8.92491,-4.11692,0.648943,-1.36134,-0.320436,0.26256,-0.195429,
8.92794,-3.8696,0.446446,-1.42767,-0.313673,0.269477,-0.198691,
8.93505,-3.95579,0.516873,-1.21391,-0.314024,0.263777,-0.197344,
8.93807,-4.06615,0.505795,-1.43192,-0.317585,0.262233,-0.194606,
8.94453,-3.85275,0.353782,-1.26489,-0.309597,0.26645,-0.198734,
8.95178,-3.87827,0.5203,-1.42216,-0.313477,0.269344,-0.194144,
8.95488,-4.00255,0.449907,-1.30177,-0.314406,0.265664,-0.195999,
8.96293,-3.75193,0.522904,-1.37605,-0.316458,0.271769,-0.195742,
8.97001,-4.01624,0.390458,-1.31816,-0.312211,0.266926,-0.197388,
8.97304,-3.65499,0.272006,-1.33209,-0.307711,0.277686,-0.197771,
8.98003,-4.20888,0.471888,-1.29249,-0.315819,0.262584,-0.198001,
8.98306,-4.05926,0.448473,-1.21183,-0.313902,0.26544,-0.197098,
8.99137,-3.86768,0.309402,-1.30866,-0.311226,0.265853,-0.200863,
8.9975,-4.12501,0.508627,-1.11898,-0.314558,0.264132,-0.195168,
9.00053,-3.88029,0.395731,-1.25379,-0.312957,0.267974,-0.199778,
9.00842,-3.98042,0.330799,-1.23724,-0.311501,0.264582,-0.200064,
9.01551,-4.00285,0.380484,-1.24761,-0.313484,0.263389,-0.198973,
9.01853,-4.20635,0.41025,-1.32099,-0.316402,0.257414,-0.194525,
9.02646,-3.9311,0.503689,-1.35984,-0.314279,0.266715,-0.197259,
9.02949,-4.08008,0.290356,-1.23288,-0.310682,0.260153,-0.194147,
9.03741,-4.03517,0.464876,-1.18029,-0.316111,0.267147,-0.196334,
9.0445,-3.77819,0.562795,-1.21408,-0.317791,0.275566,-0.193651,
9.04752,-3.79445,0.233263,-1.30724,-0.309647,0.269863,-0.196828,
9.05542,-3.93396,0.420639,-1.30092,-0.312384,0.26696,-0.194913,
9.05845,-3.98629,0.255365,-1.32915,-0.308709,0.264923,-0.19647,
9.06552,-3.83737,0.465683,-1.24286,-0.315349,0.267912,-0.196537,
9.07343,-3.97483,0.638842,-1.3702,-0.319181,0.265934,-0.190306,
9.0765,-3.80341,0.541463,-1.32002,-0.318948,0.270586,-0.194576,
9.08275,-3.66061,0.472214,-1.25872,-0.31557,0.27218,-0.197398,
9.08585,-3.89671,0.579594,-1.46598,-0.320591,0.26886,-0.19847,
9.09391,-3.94671,0.534948,-1.36345,-0.316081,0.267279,-0.196207,
9.101,-4.14574,0.442221,-1.34029,-0.315707,0.263508,-0.199756,
9.10403,-3.8626,0.411739,-1.22743,-0.312809,0.270808,-0.19731,
9.11192,-3.91204,0.338057,-1.36772,-0.31071,0.267945,-0.198664,
9.11498,-3.90914,0.550275,-1.38113,-0.318075,0.26699,-0.194519,
9.1213,-4.05792,0.437904,-1.34182,-0.31421,0.263809,-0.197194,
9.12848,-3.89353,0.412363,-1.39143,-0.315926,0.268855,-0.196783,
9.13151,-3.88085,0.264016,-1.29968,-0.308729,0.268929,-0.196918,
9.13943,-3.97256,0.560288,-1.24246,-0.313587,0.265962,-0.196147,
9.14649,-4.0656,0.355651,-1.24534,-0.310855,0.26307,-0.201354,
9.14951,-4.01191,0.428391,-1.19547,-0.311372,0.267767,-0.197999,
9.15741,-3.963,0.522248,-1.25528,-0.314586,0.266832,-0.197736,
9.16048,-4.05996,0.379555,-1.30499,-0.312979,0.262548,-0.195166,
9.1678,-4.10476,0.361561,-1.2269,-0.309331,0.262128,-0.197619,
9.17599,-4.25465,0.52471,-1.35429,-0.315974,0.258958,-0.194356,
9.17902,-4.10786,0.536578,-1.32279,-0.314702,0.263082,-0.197658,
9.18323,-4.0389,0.343841,-1.35401,-0.309627,0.265822,-0.198138,
9.19044,-4.15418,0.463736,-1.37031,-0.314538,0.260716,-0.194356,
9.19347,-4.20076,0.492345,-1.26356,-0.315323,0.263096,-0.195338,
9.20141,-3.78814,0.498825,-1.26828,-0.319119,0.271585,-0.198551,
9.20448,-3.93469,0.488137,-1.31343,-0.314157,0.267789,-0.204642,
9.21076,-3.85713,0.335913,-1.38621,-0.313533,0.268307,-0.197575,
9.2183,-4.04023,0.518067,-1.37677,-0.314162,0.265008,-0.199385,
9.22154,-3.94274,0.36823,-1.24049,-0.312354,0.266676,-0.198443,
